global unique identifier	last edited date	taxonomic order	category	taxon concept id	common name	scientific name	subspecies common name	subspecies scientific name	exotic code	observation count	breeding code	breeding category	behavior code	age/sex	country	country code	state	state code	county	county code	iba code	bcr code	usfws code	atlas block	locality	locality id	locality type	latitude	longitude	observation date	time observations started	observer id	sampling event identifier	protocol type	protocol code	project code	duration minutes	effort distance km	effort area ha	number observers	all species reported	group identifier	has media	approved	reviewed	reason	trip comments	species comments	
URN:CornellLabOfOrnithology:EBIRD:OBS679986796	2020-03-27 10:08:16	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--Lodge	L1252500	H	5.0732224	-75.4378641	2018-11-06	08:29:00	obsr352594	S50201994	Stationary	P21	EBIRD	45	NA	NA	16	1	G3608305	0	1	0		At antpittas feeding station		
URN:CornellLabOfOrnithology:EBIRD:OBS1228127831	2022-10-26 04:36:20.229597	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Carretera Gallinazo - Termales	L6448819	P	4.9840889	-75.3875959	2018-11-03	13:00:00	obsr524142	S94017702	Traveling	P22	EBIRD	300	18	NA	25	1	G3565789	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS672907561	2018-11-03 14:02:10	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	RN Industria Licorera de Caldas	L8077994	H	5.0418803	-75.4401267	2018-11-02	07:36:00	obsr215180	S49646036	Traveling	P22	EBIRD	180	3	NA	5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673706956	2018-11-05 16:25:46	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				5					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Bosques Chec Cedral-Gallinazo	L5063991	H	5.020412	-75.423102	2018-11-04	07:00:00	obsr431534	S49703127	Traveling	P22	EBIRD	300	2	NA	9	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS683434078	2019-02-13 12:49:08	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hacienda Montaño, Sector Freiles-Guadalajara, Gallinazo,Caldas, CO	L6677495	P	5.0107983	-75.43554	2018-11-17	10:10:00	obsr622414	S50477013	Traveling	P22	EBIRD	110	1.5	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS680037294	2019-08-08 09:38:36	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				5				Male, Adult (1); Unknown Sex, Juvenile (2); Female, Immature (2)	Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcázares-Arenillo	L2414386	H	5.0638426	-75.5321324	2018-11-22	08:24:00	obsr909332	S50205404	Traveling	P22	EBIRD	210	4.98	NA	2	1	G3608558	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674083006	2022-10-26 06:18:45.514511	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Recinto del Pensamiento, Manizales	L11254136	P	5.0422031	-75.4449016	2018-11-02	05:58:00	obsr411309	S49730197	Traveling	P22	EBIRD	240	2.993	NA	6	1	G3567461	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS677051815	2021-04-12 16:15:36.042073	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Finca Paz Verde, Vereda Gallinazo, Municipio Villamaría, Caldas	L4950248	P	5.0080345	-75.4263183	2018-11-12	08:45:00	obsr622414	S49975131	Traveling	P22	EBIRD	90	0.2	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS819799856	2019-10-22 16:13:16	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Pensilvania, Zona Urbana.	L7800735	P	5.3832154	-75.1606619	2018-11-28	08:01:00	obsr1469735	S60849690	Traveling	P22	EBIRD	28	0.225	NA	2	1	G4607135	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS675486198	2022-10-25 02:25:36.062014	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Caldas, CO (5,135, -75,492)	L8130303	P	5.1348889	-75.4922127	2018-11-04	09:24:00	obsr1095565	S49857834	Traveling	P22	EBIRD	179	1.545	NA	15	1		0	1	0		Día soleado 		
URN:CornellLabOfOrnithology:EBIRD:OBS676845041	2022-10-25 01:52:14.997037	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				12					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcázares-Arenillo	L2414386	H	5.0638426	-75.5321324	2018-11-03	05:45:00	obsr651643	S49958856	Traveling	P22	EBIRD	345	1.5	NA	24	1	G3586402	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS682526790	2022-10-26 04:46:35.230944	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				5					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2018-11-03	13:02:00	obsr1147139	S50404936	Traveling	P22	EBIRD_COL	240	1.609	NA	1	1	G3625956	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673089031	2022-10-25 02:37:10.599842	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				9					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Vía a Cementos Caldas, Neira	L11253101	P	5.1517685	-75.5090124	2018-11-03	06:07:00	obsr411309	S49658493	Traveling	P22	EBIRD_COL	330	4.16	NA	16	1	G3560553	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS672726218	2019-08-08 09:38:11	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Recinto del Pensamiento	L5529238	H	5.0422867	-75.4449552	2018-11-02	14:00:00	obsr497369	S49633088	Traveling	P22	EBIRD	35	0.15	NA	8	1	G3558183	0	1	0		Recorrido muy corto en la parte trasera del auditorio del Recinto durante el Congreso de Aviturismo		
URN:CornellLabOfOrnithology:EBIRD:OBS675075291	2022-10-26 04:36:11.609083	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				9					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	RN Industria Licorera de Caldas	L8077994	H	5.0418803	-75.4401267	2018-11-04	06:00:00	obsr721868	S49827388	Traveling	P22	EBIRD	300	5	NA	12	1	G3573946	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674058662	2020-02-03 15:37:35	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2018-11-04	06:30:00	obsr621480	S49728537	Traveling	P22	EBIRD	300	1	NA	10	1	G3568495	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS677034581	2022-10-25 02:31:00.915295	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				10					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcázares-Arenillo	L2414386	H	5.0638426	-75.5321324	2018-11-05	05:45:00	obsr623034	S49973629	Traveling	P22	EBIRD	345	1.5	NA	23	1	G3569312	0	1	0		Tercer día de avistamiento de la Feria de Aves de Sudamérica.		
URN:CornellLabOfOrnithology:EBIRD:OBS699111727	2019-01-16 14:05:19	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Vía Panamericana, Caldas, CO (5.03, -75.412)	L8109159	P	5.0301646	-75.4123113	2018-11-05	06:10:00	obsr1073755	S51738848	Traveling	P22	EBIRD	291	5.359	NA	9	1	G3767763	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS672250032	2018-11-26 23:43:57	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Recinto del Pensamiento	L5529238	H	5.0422867	-75.4449552	2018-11-01	08:23:00	obsr135617	S49598843	Traveling	P22	EBIRD	148	1.046	NA	4	1	G3612516	0	1	0		Casual birding around the wooded margins of the Recinto, with (to varying degrees) Martha Argel, Mike Lu, and Steve Sanchez. One hotspot was a compost pit behind the auditorium building, where we encountered a small mixed species flock.--Partly cloudy, little wind, mild.--Mammals: none observed.		
URN:CornellLabOfOrnithology:EBIRD:OBS680669243	2022-10-26 04:47:17.470239	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Unnamed Road, Caldas, CO (5,077, -75,437)	L8191401	P	5.0766216	-75.4369024	2018-11-27	06:16:00	obsr1182715	S50255634	Traveling	P22	EBIRD	318	6.06	NA	6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674474516	2022-12-12 12:47:19.250057	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hotel Tinamú Birding Nature Reserve	L3218682	H	5.0646858	-75.5921951	2018-11-01	09:56:00	obsr939438	S49759869	Traveling	P22	EBIRD	406	2.414	NA	1	1	G3555919	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674536653	2022-10-26 04:42:56.491215	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				X					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2018-11-03	06:30:00	obsr532329	S49764566	Traveling	P22	EBIRD	300	1	NA	10	1	G3567999	0	1	0		Salida de observación realizada en el marco de la VIII Feria de Aves de Sudamérica		
URN:CornellLabOfOrnithology:EBIRD:OBS736083326	2019-04-09 12:42:47	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Carretera Gallinazo - Termales	L6448819	P	4.9840889	-75.3875959	2018-11-04	12:45:00	obsr674509	S54749171	Traveling	P22	EBIRD	300	18	NA	22	1	G3566893	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS809290429	2019-09-24 17:46:52	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Torre 4, Corpocaldas	L8112982	P	5.026897	-75.387449	2018-11-05	10:00:00	obsr1180630	S60088936	Stationary	P21	EBIRD	90	NA	NA	17	1	G3586394	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS723818061	2019-03-13 12:37:54	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcázares-Arenillo	L2414386	H	5.0638426	-75.5321324	2018-11-05	07:00:00	obsr969425	S53773546	Traveling	P22	EBIRD	300	9	NA	2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS677039079	2021-04-12 16:15:36.042073	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Finca Paz Verde, Vereda Gallinazo, Municipio Villamaría, Caldas	L4950248	P	5.0080345	-75.4263183	2018-11-10	08:00:00	obsr622414	S49973993	Traveling	P22	EBIRD	60	0.2	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS672571767	2019-08-08 09:38:11	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Recinto del Pensamiento	L5529238	H	5.0422867	-75.4449552	2018-11-02	13:42:00	obsr135617	S49624253	Traveling	P22	EBIRD	45	0.29	NA	1	1		0	1	0		Overcast, with some mist, and distant thunder.		
URN:CornellLabOfOrnithology:EBIRD:OBS679648274	2022-10-25 02:23:18.656228	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Caldas, CO (5.059, -75.538) Kairi Hotel	L8178893	P	5.0585142	-75.538037	2018-11-24	06:46:00	obsr884204	S50175184	Traveling	P22	EBIRD	210	2	NA	17	1	G4143024	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673294246	2022-10-26 06:18:27.065746	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				10					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Neira-Vía a Cementos Caldas	L8105300	P	5.1521974	-75.5093588	2018-11-04	06:20:00	obsr621924	S49673149	Traveling	P22	EBIRD_COL	320	4	NA	16	1	G3562182	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS999982517	2022-10-26 04:38:45.974272	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Carretera Gallinazo - Termales	L6448819	P	4.9840889	-75.3875959	2018-11-03	13:00:00	obsr756230	S75159960	Traveling	P22	EBIRD	300	18	NA	25	1	G3565789	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673482490	2022-10-25 02:40:55.682333	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hotel Tinamú Birding Nature Reserve	L3218682	H	5.0646858	-75.5921951	2018-11-04	20:34:00	obsr1148710	S49686962	Stationary	P21	EBIRD	480	NA	NA	6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673988163	2022-10-25 02:17:30.361921	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				10					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Neira-Vía a Cementos Caldas	L8105300	P	5.1521974	-75.5093588	2018-11-05	06:20:00	obsr621924	S49723562	Traveling	P22	EBIRD	280	4	NA	15	1	G3568640	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS712579821	2022-10-25 02:37:11.240125	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2	P 	C3	P 		Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hotel Tinamú Birding Nature Reserve	L3218682	H	5.0646858	-75.5921951	2018-11-05	07:30:00	obsr1003277	S52882335	Traveling	P22	EBIRD_COL	240	8	NA	25	1	G3613771	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674065640	2021-08-17 10:14:24.98643	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hacienda El Bosque	L7816358	H	5.0224866	-75.3683513	2018-11-04	06:10:00	obsr617181	S49729023	Traveling	P22	EBIRD	314	3	NA	14	1	G3566962	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1134102316	2022-10-26 03:27:29.967811	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco	L2241379	H	5.0694879	-75.4413374	2018-11-05	09:15:00	obsr429241	S86521729	Traveling	P22	EBIRD	240	3	NA	25	1		0	1	0		Salida en el marco de la VIII Feria de Aves de Sudamérica.		
URN:CornellLabOfOrnithology:EBIRD:OBS673635072	2022-10-25 02:38:45.176372	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Eco Hotel La Juanita	L5813781	H	5.0905808	-75.5317488	2018-11-05	06:30:00	obsr436340	S49697679	Traveling	P22	EBIRD	200	2.012	NA	4	1	G3564911	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS672847847	2018-11-03 11:47:17	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Parque los Yarumos	L3653205	H	5.0647132	-75.4815888	2018-11-03	05:57:00	obsr941080	S49641694	Traveling	P22	EBIRD	240	0.91	NA	20	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS754787087	2019-05-08 21:25:01	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--Mirador Betania	L5840578	H	5.1286878	-75.3767037	2018-11-04	06:42:00	obsr549741	S56026129	Traveling	P22	EBIRD	307	2.511	NA	7	1	G3581525	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS674383472	2019-08-08 09:38:30	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				3					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Eco Hotel La Juanita	L5813781	H	5.0905808	-75.5317488	2018-11-05	10:30:00	obsr909332	S49752964	Traveling	P22	EBIRD	120	2.8	NA	9	1	G3570018	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673763988	2022-10-26 04:40:13.832886	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Carretera Gallinazo - Termales	L6448819	P	4.9840889	-75.3875959	2018-11-04	12:45:00	obsr538838	S49707373	Traveling	P22	EBIRD	300	18	NA	22	1	G3566893	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS690211434	2022-10-25 01:52:55.683835	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Tio Conejo  Neira, Caldas, CO (5.14, -75.503)	L8101784	P	5.1403588	-75.5031021	2018-11-03	11:22:00	obsr730187	S51009780	Traveling	P22	EBIRD	37	0.708	NA	12	1	G3559484	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS675189340	2022-10-25 01:51:48.4538	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Cafe TIO conejo	L8126278	P	5.1403588	-75.5031021	2018-11-04	11:55:00	obsr1090283	S49835953	Traveling	P22	EBIRD	26	1.513	NA	16	1	G3574537	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673611659	2019-01-16 14:05:19	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Vía Panamericana, Caldas, CO (5.03, -75.412)	L8109159	P	5.0301646	-75.4123113	2018-11-05	06:10:00	obsr1038181	S49695980	Traveling	P22	EBIRD	291	5.359	NA	9	1	G3767763	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1129837519	2021-04-23 19:39:23.987862	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Tinamu Birding Nature Reserve	L14505569	P	5.0711766	-75.5849585	2018-11-03	17:20:00	obsr429241	S86195694	Stationary	P21	EBIRD_ARG	20	NA	NA	1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS868227886	2022-10-26 02:50:08.439897	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	RN Planalto	L4051684	H	4.9930056	-75.5995631	2018-11-07	07:00:00	obsr1184051	S64830003	Stationary	P21	EBIRD	190	NA	NA	3	1	G5005274	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS679657690	2022-10-25 02:25:19.119028	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Caldas, CO (5.058, -75.538)	L8179035	P	5.0584924	-75.5381596	2018-11-24	06:57:00	obsr1164603	S50176081	Traveling	P22	EBIRD	227	3.67	NA	17	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS689786635	2019-08-08 09:38:37	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Natuveda.	L7445920	P	5.060405	-75.5588547	2018-11-26	07:51:00	obsr1147139	S50974800	Stationary	P21	EBIRD	300	NA	NA	4	1	G3683432	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673910178	2022-10-26 06:18:27.065746	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				10					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Neira-Vía a Cementos Caldas	L8105300	P	5.1521974	-75.5093588	2018-11-04	06:20:00	obsr623034	S49718172	Traveling	P22	EBIRD_COL	320	4	NA	16	1	G3562182	0	1	0		Salida organizada en el marco de la VIII feria de aves de sudamerica		
URN:CornellLabOfOrnithology:EBIRD:OBS673033354	2019-08-08 09:38:15	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Embalse La Esmeralda	L3858599	H	5.0457173	-75.7283628	2018-11-03	07:33:00	obsr978757	S49647838	Traveling	P22	EBIRD	240	2	NA	8	1	G3559172	0	1	0		Salida de Campo Dia 1 - Embalse La Esmeralda - VIII Feria de Aves de Sudamérica		
URN:CornellLabOfOrnithology:EBIRD:OBS678656926	2021-03-31 20:03:04.567787	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Parque los Yarumos	L3653205	H	5.0647132	-75.4815888	2018-11-03	05:30:00	obsr1149511	S50097662	Traveling	P22	EBIRD	240	3	NA	20	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS714324674	2019-02-22 20:21:48	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Vía Panamericana, Caldas, CO (5.03, -75.412)	L8109159	P	5.0301646	-75.4123113	2018-11-05	06:10:00	obsr854413	S53036381	Traveling	P22	EBIRD	291	5.359	NA	9	1	G3767763	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS680625958	2021-03-31 20:03:04.567787	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Politécnico - Estadio	L8190851	P	5.3887617	-75.1573586	2018-11-27	06:15:00	obsr778704	S50251674	Traveling	P22	EBIRD	107	3.219	NA	2	1	G4607139	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673893803	2019-08-08 09:38:17	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Hotel Tinamú Birding Nature Reserve	L3218682	H	5.0646858	-75.5921951	2018-11-04	06:00:00	obsr644754	S49717048	Traveling	P22	EBIRD	360	3	NA	10	1	G3566873	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673969849	2022-10-26 04:43:25.819448	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Forestal Protectora Bosques de La Chec	L4510695	H	5.0186864	-75.4034498	2018-11-05	06:00:00	obsr624555	S49722232	Traveling	P22	EBIRD	225	0.5	NA	17	1	G3586395	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1227789622	2022-10-26 04:32:13.346183	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				2					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Carretera Gallinazo - Termales	L6448819	P	4.9840889	-75.3875959	2018-11-03	13:00:00	obsr621647	S93990549	Traveling	P22	EBIRD	300	18	NA	25	1	G3565789	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS809288936	2022-10-25 02:37:10.599842	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				9					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Neira-Vía a Cementos Caldas	L8101530	P	5.1518545	-75.5090675	2018-11-03	06:07:00	obsr1180630	S60088817	Traveling	P22	EBIRD_COL	330	4.16	NA	16	1	G3560553	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673705066	2018-11-20 12:06:17	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Bosques de la Chec, Zona de Reserva Forestal Protectora Torre 4	L8110226	P	5.0267304	-75.3874856	2018-11-03	06:24:00	obsr135617	S49702945	Traveling	P22	EBIRD	129	0.692	NA	3	1	G3567103	0	1	0		Mostly cloudy with some mist  still, cool, but becoming partly cloudy.--Observations during a field trip to Bosques de Chec Cedral during the VIII Feria de Aves de Sudamerica. We followed a short trail down into forest, and back up to the road. I mostly birded with Oswaldo Cortes and Yesennia Tapasco.--Mammals: none, other than the pet coati that greeted us as we got off the bus, and followed us down the trail into the forest.		
URN:CornellLabOfOrnithology:EBIRD:OBS672815083	2018-11-03 09:09:53	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				1					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Unnamed Road, Manizales, Caldas, CO (5,041, -75,446)	L8094216	P	5.0405353	-75.4460384	2018-11-02	08:03:00	obsr1089408	S49639308	Traveling	P22	EBIRD	354	3.47	NA	7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS675370161	2020-02-03 15:39:24	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				14					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Reserva Ecológica Río Blanco--lower entrance road	L4281858	H	5.0696236	-75.4441236	2018-11-10	15:45:00	obsr226427	S49848315	Traveling	P22	EBIRD	141	3.122	NA	12	1	G3636814	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS723810437	2019-08-08 09:38:13	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				10					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Ecoparque Los Alcázares-Arenillo	L2414386	H	5.0638426	-75.5321324	2018-11-03	07:00:00	obsr969425	S53771707	Traveling	P22	EBIRD	240	5	NA	25	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS819800091	2019-10-22 16:13:37	33402	species	avibase-4168AF09	Blackburnian Warbler	Setophaga fusca				4					Colombia	CO	Caldas	CO-CAL	NA		NA	NA	NA	NA	Curva El Edén-El Bosque	L7880711	P	5.3785622	-75.1686475	2018-11-05	06:43:00	obsr1469735	S60849700	Traveling	P22	EBIRD	25	0.193	NA	3	1	G4607141	0	1	0				
