checklist_id,observer_id,observation_count,species_observed,state_code,locality_id,latitude,longitude,protocol_type,all_species_reported,observation_date,year,day_of_year,hours_of_day,effort_hours,effort_distance_km,effort_speed_kmph,number_observers
G3800171,"obs948584,obs819785,obs916101",6,TRUE,CO-CAL,L8501555,5.2292941,-75.1682002,Traveling,1,2019-01-26,2019,26,7.6,2.683333333333333,3.3,1.2298136645962734,4
G3825503,"obs412975,obs507040",0,FALSE,CO-CAL,L2241379,5.0694879,-75.4413374,Traveling,1,2019-01-26,2019,26,18.333333333333332,0.8833333333333333,0.483,0.5467924528301887,10
G3825500,"obs412975,obs507040",0,FALSE,CO-CAL,L1252500,5.0732224,-75.4378641,Stationary,1,2019-01-26,2019,26,13,0.4166666666666667,0,0,1
G4017320,"obs771766,obs205722,obs553039",3,TRUE,CO-CAL,L2241379,5.0694879,-75.4413374,Traveling,1,2019-01-26,2019,26,7,3,3,1,8
G3825488,"obs412975,obs507040",0,FALSE,CO-CAL,L3786045,4.9934117,-75.6184888,Traveling,1,2019-01-25,2019,25,15.333333333333334,1.35,1.609,1.1918518518518517,10
G3937008,"obs93251,obs498592",0,FALSE,CO-CAL,L8503520,5.061685,-75.607827,Stationary,1,2019-01-20,2019,20,10.266666666666667,0.16666666666666666,0,0,1
G3937005,"obs93251,obs498592",0,FALSE,CO-CAL,L8482244,5.064582,-75.59217,Stationary,1,2019-01-21,2019,21,6,0.08333333333333333,0,0,1
G3937001,"obs93251,obs498592",0,FALSE,CO-CAL,L4979884,4.9802224,-75.3362453,Traveling,1,2019-01-22,2019,22,5.816666666666666,1.5,2.414,1.6093333333333335,1
G3936999,"obs93251,obs498592",0,FALSE,CO-CAL,L8503531,4.946505,-75.353134,Traveling,1,2019-01-22,2019,22,10.166666666666666,0.3333333333333333,0.161,0.48300000000000004,5
G3936998,"obs93251,obs498592",0,FALSE,CO-CAL,L4057071,4.9700471,-75.3780127,Traveling,1,2019-01-22,2019,22,11.433333333333334,3.5833333333333335,0.402,0.1121860465116279,1
G3936997,"obs93251,obs498592",1,TRUE,CO-CAL,L8503551,4.978718,-75.387077,Traveling,1,2019-01-22,2019,22,15.333333333333334,0.75,3.219,4.292,5
G3936996,"obs93251,obs498592",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-01-23,2019,23,6.3,3.05,1.609,0.5275409836065574,7
G3816275,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-01-27,2019,27,6.75,4,1.5,0.375,4
G3816042,"obs161911,obs885192",3,TRUE,CO-CAL,L8504971,5.4924094,-75.7792381,Traveling,1,2019-01-27,2019,27,5.95,4.166666666666667,2.8,0.6719999999999999,3
G3816041,"obs161911,obs885192",1,TRUE,CO-CAL,L8504971,5.4924094,-75.7792381,Traveling,1,2019-01-27,2019,27,11.016666666666667,1.5666666666666667,2.52,1.6085106382978724,3
G3825507,"obs412975,obs507040",4,TRUE,CO-CAL,L2241379,5.0694879,-75.4413374,Traveling,1,2019-01-27,2019,27,7.616666666666667,4.783333333333333,2.897,0.6056445993031359,1
G3816277,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-01-27,2019,27,11.583333333333334,1.45,2.85,1.9655172413793105,3
G3816280,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-01-27,2019,27,16.1,2,2.27,1.135,4
G3825513,"obs412975,obs507040",0,FALSE,CO-CAL,L4057071,4.9700471,-75.3780127,Stationary,1,2019-01-27,2019,27,17.4,0.6666666666666666,0,0,10
G3825511,"obs412975,obs507040",0,FALSE,CO-CAL,L4137851,4.9704611,-75.378474,Traveling,1,2019-01-27,2019,27,15.766666666666667,1,0.402,0.402,10
G3825510,"obs412975,obs507040",0,FALSE,CO-CAL,L7630492,5.0664502,-75.4480934,Stationary,1,2019-01-27,2019,27,13.683333333333334,0.16666666666666666,0,0,10
G4611331,"obs778704,obs1469735,obs1134050",0,FALSE,CO-CAL,L7800735,5.3832154,-75.1606619,Traveling,1,2019-01-28,2019,28,6.183333333333334,0.26666666666666666,0.676,2.535,2
G3825518,"obs412975,obs507040",0,FALSE,CO-CAL,L4057071,4.9700471,-75.3780127,Traveling,1,2019-01-28,2019,28,6.283333333333333,0.5,0.966,1.932,8
G3816284,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-01-28,2019,28,7.3,2.8,1.89,0.675,4
G4611330,"obs778704,obs1469735,obs1134050",7,TRUE,CO-CAL,L8516128,5.3804949,-75.1703198,Traveling,1,2019-01-28,2019,28,6.483333333333333,4.8,4.957,1.0327083333333333,2
G4611329,"obs778704,obs1469735,obs1134050",1,TRUE,CO-CAL,L7800735,5.3832154,-75.1606619,Traveling,1,2019-01-28,2019,28,11.683333333333334,0.8833333333333333,0.869,0.9837735849056604,2
G3825521,"obs412975,obs507040",0,FALSE,CO-CAL,L4979884,4.9802224,-75.3362453,Stationary,1,2019-01-28,2019,28,11.733333333333333,0.2,0,0,9
G3816288,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-01-28,2019,28,16.3,1.1833333333333333,1.21,1.0225352112676056,4
G3825522,"obs412975,obs507040",0,FALSE,CO-CAL,L1252507,4.9508075,-75.3543287,Stationary,1,2019-01-28,2019,28,16.383333333333333,0.25,0,0,8
G3825523,"obs412975,obs507040",0,FALSE,CO-CAL,L4979884,4.9802224,-75.3362453,Stationary,1,2019-01-28,2019,28,17.016666666666666,0.26666666666666666,0,0,7
G5651579,"obs771766,obs553039",0,FALSE,CO-CAL,L1252511,4.9982367,-75.3284859,Traveling,1,2019-01-27,2019,27,7.5,3,3,1,7
G4017313,"obs771766,obs205722,obs553039",0,FALSE,CO-CAL,L4979884,4.9802224,-75.3362453,Stationary,1,2019-01-27,2019,27,6,1,0,0,7
G4017311,"obs771766,obs205722,obs553039",0,FALSE,CO-CAL,L4057071,4.9700471,-75.3780127,Stationary,1,2019-01-27,2019,27,11.5,1,0,0,7
G3816302,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-01-29,2019,29,6.6,2.1666666666666665,1.78,0.8215384615384617,6
G3816309,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-01-29,2019,29,9.966666666666667,2.533333333333333,1.87,0.7381578947368422,3
G3831871,"obs739052,obs429816",0,FALSE,CO-CAL,L1252500,5.0732224,-75.4378641,Traveling,1,2019-01-07,2019,7,6.35,4,3,0.75,5
G3816318,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-01-29,2019,29,16.633333333333333,1.0666666666666667,1.33,1.2468750000000002,4
G3816319,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-01-30,2019,30,6.966666666666667,2.4833333333333334,1.32,0.5315436241610738,3
G3848335,"obs1236601,obs162418,obs837543",0,FALSE,CO-CAL,L4057071,4.9700471,-75.3780127,Traveling,1,2019-01-15,2019,15,14,3,1.609,0.5363333333333333,5
G3814563,"obs837543,obs1236601,obs162418",4,TRUE,CO-CAL,L2241379,5.0694879,-75.4413374,Traveling,1,2019-01-16,2019,16,6.833333333333333,4.5,2.897,0.6437777777777778,5
G3817069,"obs651643,obs170419",7,TRUE,CO-CAL,L8476006,5.077763,-75.520759,Traveling,1,2019-01-31,2019,31,7.583333333333333,6,2,0.3333333333333333,2
G3828168,"obs170419,obs651643,obs1244358,obs1245540",2,TRUE,CO-CAL,L8476006,5.077763,-75.520759,Traveling,1,2019-01-25,2019,25,8.5,3.5,1,0.2857142857142857,1
G3838185,"obs1147125,obs1147139",0,FALSE,CO-CAL,L8543546,5.0850898,-75.6187648,Traveling,1,2019-02-02,2019,33,6.85,4.666666666666667,1.04,0.22285714285714284,2
G3824273,"obs1072684,obs1062889",4,TRUE,CO-CAL,L5741935,5.0207139,-75.4352161,Traveling,1,2019-02-02,2019,33,6.8,3.0833333333333335,4.62,1.4983783783783784,3
G3824551,"obs778704,obs766405,obs1134027,obs1469735,obs1140789",0,FALSE,CO-CAL,L7800735,5.3832154,-75.1606619,Traveling,1,2019-02-03,2019,34,6.466666666666667,0.21666666666666667,0.322,1.4861538461538462,10
G4611327,"obs778704,obs1469735",4,TRUE,CO-CAL,L3626828,5.3710396,-75.1860952,Traveling,1,2019-02-03,2019,34,6.733333333333333,2.716666666666667,3.074,1.1315337423312883,8
G3824556,"obs778704,obs766405,obs1134027,obs1469735,obs1140789",0,FALSE,CO-CAL,L7800735,5.3832154,-75.1606619,Traveling,1,2019-02-03,2019,34,10,0.48333333333333334,0.676,1.3986206896551725,2
G3825203,"obs14774,obs16544",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-03,2019,34,11.816666666666666,1.4,1.402,1.0014285714285713,4
G3826027,"obs14774,obs16544,obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-03,2019,34,14,2.7666666666666666,2.876,1.0395180722891566,4
G3896728,"obs721680,obs1283939",0,FALSE,CO-CAL,L3097502,5.0850879,-75.6186953,Traveling,1,2019-02-03,2019,34,6.5,4.5,2,0.4444444444444444,3
G3855987,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Stationary,1,2019-02-04,2019,35,6.866666666666667,0.1,0,0,1
G3854365,"obs651643,obs957421",0,FALSE,CO-CAL,L8556927,4.995526,-75.422794,Traveling,1,2019-02-03,2019,34,8,4.75,4,0.8421052631578947,3
G3855988,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-04,2019,35,12.166666666666666,0.9666666666666667,0.96,0.993103448275862,3
G3829400,"obs14774,obs16544,obs624555",3,TRUE,CO-CAL,L2241379,5.0694879,-75.4413374,Traveling,1,2019-02-04,2019,35,14.283333333333333,1.6833333333333333,2.661,1.5807920792079209,3
G3829401,"obs14774,obs16544,obs624555",2,TRUE,CO-CAL,L1252500,5.0732224,-75.4378641,Traveling,1,2019-02-04,2019,35,12.983333333333333,1.1666666666666667,1.026,0.8794285714285713,3
G3829592,"obs14774,obs16544,obs624555,obs799173",0,FALSE,CO-CAL,L7630492,5.0664502,-75.4480934,Traveling,1,2019-02-04,2019,35,16.233333333333334,0.9,0.4,0.4444444444444445,4
G3829642,"obs16544,obs14774",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Stationary,1,2019-02-03,2019,34,17.666666666666668,1.5,0,0,2
G3855992,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-05,2019,36,6.916666666666667,2.0166666666666666,1.59,0.7884297520661158,3
G3831086,"obs14774,obs16544,obs799173",4,TRUE,CO-CAL,L7816358,5.0224866,-75.3683513,Traveling,1,2019-02-05,2019,36,6.916666666666667,3.3333333333333335,2.892,0.8675999999999999,4
G3831186,"obs14774,obs16544,obs799173",0,FALSE,CO-CAL,L4979884,4.9802224,-75.3362453,Traveling,1,2019-02-05,2019,36,11.283333333333333,0.3333333333333333,0.25,0.75,3
G3831281,"obs14774,obs16544,obs799173",0,FALSE,CO-CAL,L8562799,4.971742,-75.343619,Traveling,1,2019-02-05,2019,36,11.716666666666667,0.25,0.25,1,3
G3855996,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-05,2019,36,10.133333333333333,2.6666666666666665,2.61,0.97875,5
G3832900,"obs221004,obs189879",0,FALSE,CO-CAL,L4979884,4.9802224,-75.3362453,Stationary,1,2019-02-05,2019,36,10.55,0.08333333333333333,0,0,2
G3832901,"obs221004,obs189879",0,FALSE,CO-CAL,L4979884,4.9802224,-75.3362453,Traveling,1,2019-02-05,2019,36,6.133333333333334,1.3666666666666667,1.609,1.1773170731707316,2
G3832899,"obs221004,obs189879",0,FALSE,CO-CAL,L8563418,4.971507,-75.343783,Traveling,1,2019-02-05,2019,36,9.916666666666666,0.5666666666666667,0.483,0.8523529411764705,3
G3831875,"obs16544,obs799173",0,FALSE,CO-CAL,L1252507,4.9508075,-75.3543287,Traveling,1,2019-02-05,2019,36,12.733333333333333,0.6833333333333333,0.25,0.36585365853658536,3
G3831877,"obs14774,obs16544",0,FALSE,CO-CAL,L8564080,4.963845,-75.368577,Traveling,1,2019-02-05,2019,36,14.2,0.26666666666666666,0.341,1.27875,2
G3832080,"obs14774,obs16544",0,FALSE,CO-CAL,L4057071,4.9700471,-75.3780127,Traveling,1,2019-02-05,2019,36,16.033333333333335,1.1333333333333333,0.2,0.17647058823529413,2
G3832892,"obs221004,obs189879",0,FALSE,CO-CAL,L4057071,4.9700471,-75.3780127,Stationary,1,2019-02-05,2019,36,12.133333333333333,2.4833333333333334,0,0,2
G3832888,"obs221004,obs189879",1,TRUE,CO-CAL,L8565625,4.987685,-75.395811,Stationary,1,2019-02-05,2019,36,15.75,0.4166666666666667,0,0,3
G3833343,"obs14774,obs16544,obs799173,obs722777",0,FALSE,CO-CAL,L4057071,4.9700471,-75.3780127,Traveling,1,2019-02-06,2019,37,6.083333333333333,1.7,2.149,1.2641176470588236,4
G3833430,"obs14774,obs16544,obs799173,obs722777",0,FALSE,CO-CAL,L4057071,4.9700471,-75.3780127,Traveling,1,2019-02-06,2019,37,8.35,0.4166666666666667,0.5,1.2,3
G3833823,"obs14774,obs16544",0,FALSE,CO-CAL,L8566708,4.97199,-75.381475,Traveling,1,2019-02-06,2019,37,9.183333333333334,0.43333333333333335,0.16,0.36923076923076925,2
G3833826,"obs14774,obs16544",0,FALSE,CO-CAL,L8566715,4.983604,-75.387492,Traveling,1,2019-02-06,2019,37,10.083333333333334,0.11666666666666667,0.189,1.6199999999999999,2
G3833858,"obs16544,obs14774",0,FALSE,CO-CAL,L8566771,5.021201,-75.437319,Stationary,1,2019-02-06,2019,37,10.883333333333333,0.16666666666666666,0,0,2
G3833862,"obs16544,obs14774",0,FALSE,CO-CAL,L8566774,5.012338,-75.438288,Traveling,1,2019-02-06,2019,37,10.85,0.05,1.076,21.52,2
G3834938,"obs651643,obs170419",12,TRUE,CO-CAL,L8476006,5.077763,-75.520759,Traveling,1,2019-02-06,2019,37,8,3.5,1.5,0.42857142857142855,1
G3837900,"obs221004,obs189879",0,FALSE,CO-CAL,L1252511,4.9982367,-75.3284859,Stationary,1,2019-02-05,2019,36,10.75,0.7166666666666667,0,0,2
G3844474,"obs748746,obs1073755",2,TRUE,CO-CAL,L4462411,5.0564338,-75.4943454,Traveling,1,2019-02-08,2019,39,10.733333333333333,0.75,1,1.3333333333333333,2
G3856002,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-09,2019,40,9.75,1.0166666666666666,1.16,1.140983606557377,1
G3840191,"obs170419,obs651643",2,TRUE,CO-CAL,L8580659,5.088194,-75.520239,Traveling,1,2019-02-07,2019,38,7.95,4.283333333333333,2.268,0.5294941634241245,1
G3854363,"obs651643,obs957421,obs632004",4,TRUE,CO-CAL,L7552921,5.064169,-75.53233,Traveling,1,2019-02-02,2019,33,7,5.5,1,0.18181818181818182,8
G3856004,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-09,2019,40,15.433333333333334,1.05,1.22,1.1619047619047618,5
G3845844,"obs820658,obs819785,obs622414,obs753527,obs632004",0,FALSE,CO-CAL,L4538537,4.9968613,-75.6166045,Traveling,1,2019-02-09,2019,40,6.333333333333333,2.066666666666667,0.2,0.0967741935483871,7
G3850754,"obs820658,obs622414,obs753527,obs632004",0,FALSE,CO-CAL,L3786045,4.9934117,-75.6184888,Traveling,1,2019-02-09,2019,40,8.45,3.45,2.21,0.6405797101449275,7
G3856006,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-10,2019,41,6.483333333333333,3,2.29,0.7633333333333333,3
G3856007,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-10,2019,41,10.483333333333333,1.8,1.97,1.0944444444444443,3
G3855476,"obs721680,obs1068187,obs622414,obs892381",0,FALSE,CO-CAL,L3858599,5.0457173,-75.7283628,Traveling,1,2019-02-10,2019,41,6.7,6,2.8,0.4666666666666666,4
G3856009,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-10,2019,41,15.766666666666667,1,1.35,1.35,3
G3846233,"obs766405,obs1134029,obs1469735",0,FALSE,CO-CAL,L7800735,5.3832154,-75.1606619,Traveling,1,2019-02-10,2019,41,17,1,2,2,2
G3856014,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Stationary,1,2019-02-11,2019,42,6.366666666666666,0.16666666666666666,0,0,1
G4611326,"obs778704,obs1469735",0,FALSE,CO-CAL,L8595268,5.3754677,-75.1498171,Traveling,1,2019-02-11,2019,42,14.866666666666667,1.45,3.203,2.208965517241379,2
G4611325,"obs778704,obs1469735",0,FALSE,CO-CAL,L8595485,5.38017,-75.1514958,Stationary,1,2019-02-11,2019,42,16.883333333333333,0.06666666666666667,0,0,2
G3849586,"obs1134029,obs766405,obs1469735",4,TRUE,CO-CAL,L7753390,5.384244,-75.136656,Traveling,1,2019-02-11,2019,42,17,1,4.828,4.828,2
G3856016,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-13,2019,44,7.233333333333333,1.2833333333333334,1.22,0.9506493506493505,3
G3856019,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-13,2019,44,9.466666666666667,1.7666666666666666,2.04,1.1547169811320754,3
G3854560,"obs624555,obs511466,obs969932",2,TRUE,CO-CAL,L1252500,5.0732224,-75.4378641,Traveling,1,2019-02-12,2019,43,7,0.08333333333333333,3.219,38.628,3
G3863034,"obs1147125,obs1147139",0,FALSE,CO-CAL,L7998838,5.0296297,-75.3835229,Traveling,1,2019-02-15,2019,46,6,1.5,0.5,0.3333333333333333,1
G4930737,"obs153343,obs203283",0,FALSE,CO-CAL,L4057071,4.9700471,-75.3780127,Traveling,1,2019-02-15,2019,46,7.25,1.4166666666666667,1,0.7058823529411764,3
G3863557,"obs1072684,obs1062889",8,TRUE,CO-CAL,L4462411,5.0564338,-75.4943454,Traveling,1,2019-02-15,2019,46,6.583333333333333,1.55,1.11,0.7161290322580646,2
G3880463,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-15,2019,46,10.783333333333333,0.4666666666666667,1.48,3.1714285714285713,1
G3880467,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-15,2019,46,11.866666666666667,0.11666666666666667,0.27,2.3142857142857145,1
G3858470,"obs543162,obs629380,obs561181,obs510739,obs553039",0,FALSE,CO-CAL,L3786045,4.9934117,-75.6184888,Traveling,1,2019-02-15,2019,46,14.383333333333333,0.75,0.483,0.644,10
G3858472,"obs543162,obs629380,obs561181,obs510739,obs553039",0,FALSE,CO-CAL,L4538537,4.9968613,-75.6166045,Traveling,1,2019-02-15,2019,46,13.766666666666667,0.6166666666666667,0.322,0.5221621621621622,10
G3880474,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-15,2019,46,15.75,2.066666666666667,2.37,1.146774193548387,3
G3859531,"obs766405,obs1134029,obs1469735",0,FALSE,CO-CAL,L8619365,5.3887081,-75.172002,Traveling,1,2019-02-15,2019,46,16.5,1,1,1,2
G3880475,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Stationary,1,2019-02-16,2019,47,6.033333333333333,0.18333333333333332,0,0,1
G3880477,"obs621924,obs623772",1,TRUE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-16,2019,47,6.633333333333333,1.8833333333333333,1.48,0.7858407079646018,3
G3880480,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-16,2019,47,9.583333333333334,2.3666666666666667,2.65,1.1197183098591548,3
G3863026,"obs1147129,obs1147139",0,FALSE,CO-CAL,L8625145,5.5222845,-75.1451154,Traveling,1,2019-02-16,2019,47,7.5,1.5,2,1.3333333333333333,1
G3863027,"obs1147125,obs1147139",1,TRUE,CO-CAL,L8625497,5.0615449,-75.5897456,Traveling,1,2019-02-16,2019,47,9.783333333333333,1,1,1,1
G3862541,"obs543162,obs629380,obs561181",0,FALSE,CO-CAL,L8618902,5.027532,-75.581895,Traveling,1,2019-02-16,2019,47,14.9,1.3333333333333333,0.483,0.36225,6
G3867170,"obs778704,obs766405,obs793173,obs1469735",0,FALSE,CO-CAL,L7800735,5.3832154,-75.1606619,Traveling,1,2019-02-16,2019,47,16.683333333333334,0.2833333333333333,0.483,1.704705882352941,4
G3880481,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-16,2019,47,15.85,1.4666666666666666,1.66,1.1318181818181818,3
G3867175,"obs778704,obs766405,obs793173,obs1469735",0,FALSE,CO-CAL,L7881038,5.3777527,-75.1697879,Traveling,1,2019-02-16,2019,47,16.983333333333334,1.3833333333333333,1.143,0.8262650602409639,4
G3866121,"obs1089209,obs1147139",0,FALSE,CO-CAL,L8632535,5.3148047,-74.9106401,Stationary,1,2019-02-16,2019,47,16.5,0.3333333333333333,0,0,2
G3867190,"obs778704,obs766405,obs1469735",7,TRUE,CO-CAL,L7753390,5.384244,-75.136656,Traveling,1,2019-02-17,2019,48,5.666666666666667,3.6333333333333333,3.557,0.9789908256880734,2
G3867191,"obs778704,obs766405,obs1469735",0,FALSE,CO-CAL,L8285615,5.377788,-75.1424228,Traveling,1,2019-02-17,2019,48,9.35,0.65,2.237,3.4415384615384617,2
G3880484,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-17,2019,48,5.983333333333333,1.1,0.23,0.20909090909090908,1
G3866748,"obs543162,obs629380,obs561181,obs510739,obs553039",0,FALSE,CO-CAL,L4057071,4.9700471,-75.3780127,Traveling,1,2019-02-17,2019,48,10.4,1.4166666666666667,0.161,0.1136470588235294,9
G3866751,"obs543162,obs629380,obs561181,obs510739,obs553039",0,FALSE,CO-CAL,L4979884,4.9802224,-75.3362453,Stationary,1,2019-02-17,2019,48,9.716666666666667,0.15,0,0,9
G3866754,"obs543162,obs629380,obs561181,obs510739,obs553039",0,FALSE,CO-CAL,L8638346,4.946467,-75.353249,Stationary,1,2019-02-17,2019,48,9.116666666666667,0.3333333333333333,0,0,9
G3866778,"obs543162,obs629380,obs561181,obs510739",0,FALSE,CO-CAL,L4979884,4.9802224,-75.3362453,Stationary,1,2019-02-17,2019,48,7,0.23333333333333334,0,0,9
G3867708,"obs543162,obs629380,obs561181,obs510739",0,FALSE,CO-CAL,L8618902,5.027532,-75.581895,Traveling,1,2019-02-17,2019,48,16.016666666666666,1.2333333333333334,0.322,0.2610810810810811,9
G3873318,"obs1147125,obs1147139",4,TRUE,CO-CAL,L8645759,5.0264166,-75.3874039,Traveling,1,2019-02-18,2019,49,8.183333333333334,2,1,0.5,1
G4611323,"obs778704,obs1469735",3,TRUE,CO-CAL,L8455860,5.4123159,-75.1309355,Traveling,1,2019-02-18,2019,49,6.816666666666666,2.533333333333333,2.527,0.9975,2
G3873317,"obs1147129,obs1147139",0,FALSE,CO-CAL,L8651457,5.4906391,-75.1221404,Stationary,1,2019-02-18,2019,49,9.75,0.5,0,0,1
G4607099,"obs766405,obs1469735",0,FALSE,CO-CAL,L7792273,5.411885,-75.130662,Traveling,1,2019-02-18,2019,49,7,2,3,1.5,2
G3899339,"obs1089209,obs1147139",0,FALSE,CO-CAL,L8656042,5.3147357,-74.9106485,Stationary,1,2019-02-17,2019,48,6.5,0.3333333333333333,0,0,1
G3880666,"obs1090478,obs629554",0,FALSE,CO-CAL,L7595368,5.0807091,-75.5901714,Traveling,1,2019-02-19,2019,50,13.7,0.6333333333333333,0.05,0.07894736842105264,2
G3880669,"obs1090478,obs629554",0,FALSE,CO-CAL,L7595368,5.0807091,-75.5901714,Traveling,1,2019-02-19,2019,50,7,1.4166666666666667,0.3,0.2117647058823529,2
G3880668,"obs1090478,obs629554",0,FALSE,CO-CAL,L7595368,5.0807091,-75.5901714,Traveling,1,2019-02-19,2019,50,20.5,0.9166666666666666,0.3,0.32727272727272727,2
G3880667,"obs1090478,obs629554",0,FALSE,CO-CAL,L8658225,5.0793757,-75.5909412,Traveling,1,2019-02-19,2019,50,9.7,1.0333333333333334,0.5,0.48387096774193544,2
G3880486,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-20,2019,51,7.183333333333334,1.6666666666666667,1.87,1.122,8
G3880487,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-20,2019,51,9.433333333333334,1.9333333333333333,2.81,1.453448275862069,5
G3880485,"obs621924,obs623772",0,FALSE,CO-CAL,L3218682,5.0646858,-75.5921951,Stationary,1,2019-02-19,2019,50,14.5,3,0,0,4
G4611322,"obs778704,obs1469735",0,FALSE,CO-CAL,L3626828,5.3710396,-75.1860952,Traveling,1,2019-02-20,2019,51,15.616666666666667,0.23333333333333334,0.386,1.6542857142857144,1
G3880488,"obs621924,obs623772",1,TRUE,CO-CAL,L3218682,5.0646858,-75.5921951,Traveling,1,2019-02-20,2019,51,14.2,1.0333333333333334,1.32,1.2774193548387096,5
G4364992,"obs1278480,obs1390467",2,TRUE,CO-CAL,L8210776,5.5006186,-75.7823969,Traveling,1,2019-01-19,2019,19,6.75,4.75,10,2.1052631578947367,3
G3885032,"obs211340,obs337803",0,FALSE,CO-CAL,L8670562,5.271615,-75.546986,Traveling,1,2019-02-21,2019,52,17.35,0.43333333333333335,1,2.3076923076923075,2
G4056236,"obs1159254,obs998590",0,FALSE,CO-CAL,L4462411,5.0564338,-75.4943454,Stationary,1,2019-02-20,2019,51,18.25,0.5,0,0,2
G3899338,"obs1147125,obs1147139",2,TRUE,CO-CAL,L8681520,5.0328923,-75.3729892,Traveling,1,2019-02-23,2019,54,6.116666666666666,4,4,1,1
G4611321,"obs778704,obs1469735,obs1140789",0,FALSE,CO-CAL,L8455860,5.4123159,-75.1309355,Traveling,1,2019-02-24,2019,55,6.9,2.3833333333333333,2.575,1.0804195804195804,2
G3890119,"obs824341,obs791866,obs978757,obs609841",0,FALSE,CO-CAL,L1252511,4.9982367,-75.3284859,Traveling,1,2019-02-24,2019,55,8.55,0.3,0.14,0.46666666666666673,4
G3890122,"obs824341,obs791866,obs978757,obs609841",0,FALSE,CO-CAL,L4979884,4.9802224,-75.3362453,Stationary,1,2019-02-24,2019,55,9.083333333333334,0.48333333333333334,0,0,4
G3893079,"obs748746,obs1073755",6,TRUE,CO-CAL,L4901512,5.1527434,-75.5070055,Traveling,1,2019-02-24,2019,55,7.25,3.65,3,0.8219178082191781,2
G3890175,"obs824341,obs791866,obs978757,obs609841",0,FALSE,CO-CAL,L8686323,4.9376381,-75.3601736,Traveling,1,2019-02-24,2019,55,9.883333333333333,0.25,0.16,0.64,4
