"cv_0","id","scientific_name","lon","lat","pa","bio1","bio12","bio15","bio7","elevation_nad83","bio13"
2,"0","Desmognathus ochrophaeus",-1523286.89318015,-611232.008017472,"0",2877,13071,117,306,260.372039794922,1242
3,"0","Desmognathus ochrophaeus",-426820.5470263,-121741.623402087,"0",2831,11422,163,362,21.3220291137695,1188
4,"0","Desmognathus ochrophaeus",-434150.863768381,-171121.713899825,"0",2834,11041,142,357,52.0530586242676,1082
3,"0","Desmognathus ochrophaeus",-1447974.39318015,-769482.008017472,"0",2884,14348,178,302,321.720031738281,1523
4,"0","Desmognathus ochrophaeus",-1207621.45200368,-847357.008017472,"0",2888,11760,86,309,224.742965698242,1134
3,"0","Desmognathus ochrophaeus",-968260.107465861,-714857.008017472,"0",2881,11736,105,317,167.472564697266,1198
4,"0","Desmognathus ochrophaeus",-400907.726513479,164242.991982528,"0",2802,10683,142,390,32.050651550293,1037
2,"0","Desmognathus ochrophaeus",-406019.847725601,101915.719255255,"0",2790,10812,265,366,409.167388916016,1219
3,"0","Desmognathus ochrophaeus",-643974.393180146,-569493.371653835,"0",2875,11553,121,299,3.40552020072937,1172
2,"0","Desmognathus ochrophaeus",-406724.393180146,203542.991982528,"0",2796,10703,141,402,52.3148956298828,1032
4,"0","Desmognathus ochrophaeus",-571519.8477256,-344084.280744745,"0",2849,12092,140,347,77.6598358154297,1279
3,"0","Desmognathus ochrophaeus",-650911.893180146,-531669.508017472,"0",2872,11289,121,308,14.0806646347046,1123
3,"0","Desmognathus ochrophaeus",-619641.059846813,143642.991982528,"0",2798,8889,117,390,148.360961914062,893
4,"0","Desmognathus ochrophaeus",-678085.504291257,77587.4364269727,"0",2808,9954,84,378,140.960815429688,926
1,"0","Desmognathus ochrophaeus",-353807.726513479,216976.325315861,"0",2796,10882,166,403,27.5376663208008,1104
3,"0","Desmognathus ochrophaeus",-1111500.70896962,-849514.902754314,"0",2890,11940,158,307,180.451538085938,1401
4,"0","Desmognathus ochrophaeus",-625605.972127514,251642.991982528,"0",2777,10591,203,396,301.670501708984,1152
4,"0","Desmognathus ochrophaeus",-862529.948735702,-723245.896906361,"0",2882,12020,128,310,121.396095275879,1251
2,"0","Desmognathus ochrophaeus",-324331.536037289,117142.991982528,"0",2786,15901,173,381,378.449371337891,1627
4,"0","Desmognathus ochrophaeus",-341307.726513479,-184823.674684138,"0",2833,12793,97,361,59.3775939941406,1229
3,"0","Desmognathus ochrophaeus",-507921.761601199,-458672.797491156,"0",2863,11608,111,305,19.677131652832,1188
2,"0","Desmognathus ochrophaeus",-1479132.28791699,-743199.113280629,"0",2882,14950,217,294,322.396026611328,1669
1,"0","Desmognathus ochrophaeus",-1218674.39318015,-802057.008017472,"0",2874,13013,73,305,444.625152587891,1199
1,"0","Desmognathus ochrophaeus",-537224.393180146,215705.491982528,"0",2782,12771,176,394,288.463409423828,1291
2,"0","Desmognathus ochrophaeus",-319452.654049711,-72530.92106095,"0",2814,9579,90,384,130.70783996582,931
2,"0","Desmognathus ochrophaeus",-1458545.82175157,-588928.4365889,"0",2873,12453,121,311,297.846130371094,1284
4,"0","Desmognathus ochrophaeus",-928184.919495936,-666514.902754314,"0",2874,12138,112,318,222.457077026367,1227
4,"0","Desmognathus ochrophaeus",-859374.393180146,-670957.008017472,"0",2881,11400,115,319,91.804084777832,1155
5,"0","Desmognathus ochrophaeus",-987224.393180146,-738107.008017472,"0",2883,11406,114,315,155.057022094727,1193
5,"0","Desmognathus ochrophaeus",-923092.04023897,-792768.772723354,"0",2887,11734,137,305,96.9596252441406,1241
5,"0","Desmognathus ochrophaeus",-290474.393180146,-172357.008017472,"0",2822,12400,69,352,271.144683837891,1134
2,"0","Desmognathus ochrophaeus",-708774.393180146,40709.6586491949,"0",2816,10048,101,339,91.6761474609375,986
5,"0","Desmognathus ochrophaeus",-858574.393180146,-490857.008017472,"0",2859,9300,160,338,199.656387329102,947
4,"0","Desmognathus ochrophaeus",-420763.866864356,297011.41303516,"0",2755,12486,199,387,614.932250976562,1347
5,"0","Desmognathus ochrophaeus",-360883.484089237,142733.901073437,"0",2803,11149,179,386,45.5961837768555,1146
2,"0","Desmognathus ochrophaeus",-278696.615402368,222365.21420475,"0",2790,12364,184,398,132.302352905273,1315
4,"0","Desmognathus ochrophaeus",-1415395.44581173,-743462.271175366,"0",2880,13075,186,308,305.739013671875,1371
3,"0","Desmognathus ochrophaeus",-921027.024759094,-750778.060649051,"0",2886,11496,127,309,101.777244567871,1215
1,"0","Desmognathus ochrophaeus",-647474.393180146,-505357.008017472,"0",2870,11382,130,310,21.1385231018066,1142
5,"0","Desmognathus ochrophaeus",-995800.480136668,-878487.44280008,"0",2893,12165,215,303,108.15510559082,1462
2,"0","Desmognathus ochrophaeus",-433661.893180146,241580.491982528,"0",2772,12888,135,394,387.298553466797,1295
5,"0","Desmognathus ochrophaeus",-690921.761601199,-475146.481701682,"0",2864,12195,113,302,8.08900260925293,1165
4,"0","Desmognathus ochrophaeus",-558474.393180146,286642.991982528,"0",2776,10386,180,388,277.849029541016,1109
5,"0","Desmognathus ochrophaeus",-688027.024759094,-44041.2185437875,"0",2824,10237,138,316,80.9553909301758,1009
1,"0","Desmognathus ochrophaeus",-429658.603706462,323853.518298318,"0",2760,11441,206,400,477.080444335938,1246
5,"0","Desmognathus ochrophaeus",-1203247.12045287,-773220.644381108,"0",2874,12838,104,307,369.001831054688,1273
3,"0","Desmognathus ochrophaeus",-1351322.2192671,-718748.312365298,"0",2873,12048,166,310,370.461120605469,1201
1,"0","Desmognathus ochrophaeus",-907562.628474264,-691651.125664531,"0",2878,11603,114,315,166.545135498047,1177
3,"0","Desmognathus ochrophaeus",-711327.334356617,46584.1684531165,"0",2816,10210,99,347,91.6856231689453,1001
2,"0","Desmognathus ochrophaeus",-805474.393180146,-717857.008017472,"0",2885,11883,160,310,24.8629531860352,1257
1,"0","Desmognathus ochrophaeus",-377474.393180146,-325134.78579525,"0",2848,12812,87,275,46.270923614502,1229
3,"0","Desmognathus ochrophaeus",-948184.919495936,-842409.639596419,"0",2891,12304,170,305,107.505767822266,1357
2,"0","Desmognathus ochrophaeus",-953926.774132527,-816023.674684138,"0",2888,12328,140,304,125.724792480469,1266
5,"0","Desmognathus ochrophaeus",-1620974.39318015,-752023.674684138,"0",2882,13690,157,305,299.20263671875,1410
4,"0","Desmognathus ochrophaeus",-1055879.15508491,-800642.722303186,"0",2881,11935,108,309,248.967636108398,1207
2,"0","Desmognathus ochrophaeus",-719500.70896962,-710093.850122735,"0",2884,12024,167,271,8.76664543151855,1308
4,"0","Desmognathus ochrophaeus",-1081117.250323,-729785.579446043,"0",2873,11604,126,313,325.996673583984,1203
4,"0","Desmognathus ochrophaeus",-510661.893180146,200517.991982528,"0",2795,10276,161,407,42.5905723571777,1006
4,"0","Desmognathus ochrophaeus",-1161529.9487357,-773468.119128583,"0",2874,12628,109,312,358.123626708984,1231
4,"0","Desmognathus ochrophaeus",-992331.536037289,-715571.293731757,"0",2880,11334,108,317,203.132766723633,1159
5,"0","Desmognathus ochrophaeus",-762286.893180146,-566232.008017472,"0",2876,10254,128,315,5.69112539291382,1059
5,"0","Desmognathus ochrophaeus",-1546641.05984681,-660023.674684138,"0",2879,13324,132,309,299.640655517578,1292
1,"0","Desmognathus ochrophaeus",-1074774.39318015,-48157.0080174718,"0",2821,9695,108,335,214.181915283203,911
3,"0","Desmognathus ochrophaeus",-711474.393180146,-602157.008017472,"0",2876,11954,119,279,4.70453214645386,1194
5,"0","Desmognathus ochrophaeus",-992824.393180146,-843057.008017471,"0",2891,12193,169,303,108.487434387207,1385
1,"0","Desmognathus ochrophaeus",-956383.484089237,-751447.917108381,"0",2884,11427,118,310,148.557922363281,1178
2,"0","Desmognathus ochrophaeus",-1144856.74612132,-860768.772723354,"0",2891,11830,134,310,224.304306030273,1283
5,"0","Desmognathus ochrophaeus",-488474.393180146,253642.991982528,"0",2779,10991,186,394,256.636596679688,1132
3,"0","Desmognathus ochrophaeus",-466205.162410915,-336587.777248241,"0",2853,12341,103,325,32.2992401123047,1178
4,"0","Desmognathus ochrophaeus",-591658.603706462,255221.939350949,"0",2781,11046,179,400,215.884948730469,1180
3,"0","Desmognathus ochrophaeus",-896349.393180146,-635607.008017472,"0",2877,11492,123,326,126.263595581055,1118
4,"0","Desmognathus ochrophaeus",-913342.814232778,-747567.534333261,"0",2886,11304,130,309,97.1751022338867,1212
4,"0","Desmognathus ochrophaeus",-251974.393180146,202392.991982528,"0",2783,12811,191,391,275.969116210938,1431
5,"0","Desmognathus ochrophaeus",-969841.059846813,-842423.674684138,"0",2892,11851,174,305,90.9106521606445,1343
3,"0","Desmognathus ochrophaeus",-781164.869370622,-464785.579446043,"0",2863,10344,117,339,83.6985015869141,1074
5,"0","Desmognathus ochrophaeus",-1181701.66590742,-778675.189835653,"0",2874,12530,97,309,372.003662109375,1185
4,"0","Desmognathus ochrophaeus",-1377974.39318015,-727732.008017472,"0",2873,12680,177,309,386.245056152344,1303
4,"0","Desmognathus ochrophaeus",-811816.498443304,-568514.902754314,"0",2874,10858,129,328,76.6178131103516,1074
5,"0","Desmognathus ochrophaeus",-602212.488418241,132833.468173004,"0",2799,9016,121,380,134.263656616211,887
3,"0","Desmognathus ochrophaeus",-926752.170957924,64142.9919825282,"0",2796,9493,127,358,440.686401367188,906
5,"0","Desmognathus ochrophaeus",-556874.393180146,125542.991982528,"0",2803,10696,147,387,93.3777618408203,1068
3,"0","Desmognathus ochrophaeus",-1174921.7616012,-847672.797491156,"0",2890,11078,89,311,223.799362182617,1047
5,"0","Desmognathus ochrophaeus",-911674.393180146,-699757.008017472,"0",2880,11017,113,314,153.616134643555,1125
4,"0","Desmognathus ochrophaeus",-758974.393180146,-702857.008017472,"0",2883,11889,169,299,31.358549118042,1275
2,"0","Desmognathus ochrophaeus",-273237.551074883,151274.570929897,"0",2789,12884,195,383,283.219665527344,1403
3,"0","Desmognathus ochrophaeus",-744661.893180146,-603169.508017472,"0",2877,11980,146,304,38.6599159240723,1275
5,"0","Desmognathus ochrophaeus",-1520974.39318015,-559357.008017472,"0",2874,12484,140,321,214.184936523438,1339
3,"0","Desmognathus ochrophaeus",-1503519.8477256,-600357.008017472,"0",2875,14050,125,301,289.978332519531,1395
5,"0","Desmognathus ochrophaeus",-462474.393180146,326642.991982528,"0",2758,12054,206,397,522.320678710938,1283
5,"0","Desmognathus ochrophaeus",-1550921.7616012,-658514.902754314,"0",2881,13470,132,310,281.675964355469,1302
2,"0","Desmognathus ochrophaeus",-439503.804944852,143995.933158999,"0",2804,10564,175,389,49.4325904846191,1074
5,"0","Desmognathus ochrophaeus",-611474.393180146,-493357.008017472,"0",2868,11250,118,305,0.455919981002808,1068
2,"0","Desmognathus ochrophaeus",-1012783.91698967,-851499.865160329,"0",2892,11867,164,303,109.396438598633,1336
5,"0","Desmognathus ochrophaeus",-342092.040238969,274231.227276646,"0",2788,11006,168,407,57.524242401123,1097
2,"0","Desmognathus ochrophaeus",-311921.761601199,122906.149877265,"0",2789,13649,157,384,271.695922851562,1398
1,"0","Desmognathus ochrophaeus",-242553.340548567,-18935.9553858928,"0",2804,11810,111,381,180.051773071289,1125
5,"0","Desmognathus ochrophaeus",-1487474.39318015,-736642.722303186,"0",2882,14464,217,293,299.056823730469,1600
1,"0","Desmognathus ochrophaeus",-254724.393180146,-139732.008017472,"0",2829,12848,78,362,85.2731857299805,1170
4,"0","Desmognathus ochrophaeus",-828786.893180146,-765482.008017472,"0",2888,11465,147,302,42.0452423095703,1222
1,"0","Desmognathus ochrophaeus",-437342.814232777,24274.5709298967,"0",2752,14931,147,348,1071.88452148438,1487
5,"0","Desmognathus ochrophaeus",-529974.393180146,-382357.008017472,"0",2857,12603,136,334,32.3266105651855,1327
4,"0","Desmognathus ochrophaeus",-468411.893180146,122267.991982528,"0",2805,11014,164,383,80.6930694580078,1100
3,"0","Desmognathus ochrophaeus",-415045.821751575,58357.277696814,"0",2798,9458,201,382,253.531799316406,989
2,"0","Desmognathus ochrophaeus",-1416724.39318015,-693732.008017472,"0",2874,13756,164,304,336.719512939453,1397
4,"0","Desmognathus ochrophaeus",-769418.837624591,-522468.119128583,"0",2869,11013,141,329,87.5117568969727,1152
1,"0","Desmognathus ochrophaeus",-1039856.74612132,-830474.655076295,"0",2887,11769,124,302,190.175842285156,1234
4,"0","Desmognathus ochrophaeus",-333474.393180146,27184.6586491949,"0",2794,10964,155,390,272.069183349609,1122
2,"0","Desmognathus ochrophaeus",-1083474.39318015,-847857.008017472,"0",2887,12607,201,300,209.47265625,1629
2,"0","Desmognathus ochrophaeus",-1373241.05984681,-206357.008017472,"0",2840,9946,246,348,246.26383972168,1145
4,"0","Desmognathus ochrophaeus",-377831.536037289,242642.991982528,"0",2791,10793,151,415,51.56884765625,1046
1,"0","Desmognathus ochrophaeus",-395921.761601199,220695.623561476,"0",2794,10606,151,409,48.4527626037598,1046
4,"0","Desmognathus ochrophaeus",-632724.393180146,124392.991982528,"0",2799,9820,130,387,198.897323608398,1011
1,"0","Desmognathus ochrophaeus",-1431241.05984681,-743690.341350805,"0",2883,12492,179,310,271.988311767578,1310
5,"0","Desmognathus ochrophaeus",-590752.170957924,160142.991982528,"0",2797,9245,111,394,130.373962402344,904
2,"0","Desmognathus ochrophaeus",-782036.893180146,136080.491982528,"0",2792,9919,120,379,315.975769042969,975
4,"0","Desmognathus ochrophaeus",-674519.8477256,-586993.371653836,"0",2875,11990,90,270,0.423654198646545,1146
2,"0","Desmognathus ochrophaeus",-448974.393180146,148476.325315862,"0",2804,10348,158,392,43.1116752624512,1036
2,"0","Desmognathus ochrophaeus",-725641.059846813,-478857.008017472,"0",2863,11785,121,329,99.3291397094727,1160
2,"0","Desmognathus ochrophaeus",-937605.972127515,-850409.639596419,"0",2891,12324,187,303,85.3174057006836,1413
3,"0","Desmognathus ochrophaeus",-494331.536037289,-326928.4365889,"0",2849,12755,104,339,67.2597503662109,1236
2,"0","Desmognathus ochrophaeus",-1577974.39318015,-712232.008017472,"0",2882,12523,178,307,287.409454345703,1343
4,"0","Desmognathus ochrophaeus",-723674.393180146,-687807.008017472,"0",2882,12199,167,267,20.2360229492188,1341
3,"0","Desmognathus ochrophaeus",-660974.393180146,-541357.008017472,"0",2873,11471,120,301,3.58976602554321,1159
5,"0","Desmognathus ochrophaeus",-347921.761601199,140274.570929897,"0",2800,12594,165,386,85.401969909668,1264
3,"0","Desmognathus ochrophaeus",-678117.250323003,115833.468173004,"0",2798,9781,114,382,209.244094848633,978
2,"0","Desmognathus ochrophaeus",-1527307.72651348,-599623.674684139,"0",2874,13599,121,308,284.323669433594,1326
1,"0","Desmognathus ochrophaeus",-1445792.57499833,-787357.008017472,"0",2839,21559,180,277,992.121154785156,2275
2,"0","Desmognathus ochrophaeus",-1530374.39318015,-782757.008017472,"0",2886,14899,164,301,296.064849853516,1547
5,"0","Desmognathus ochrophaeus",-226807.726513479,86226.3253158616,"0",2760,14991,202,369,804.640563964844,1582
3,"0","Desmognathus ochrophaeus",-392290.18265383,-27041.2185437875,"0",2817,9759,161,376,76.2579650878906,1026
3,"0","Desmognathus ochrophaeus",-1226022.01222777,-829976.055636519,"0",2882,12703,84,309,306.17578125,1204
4,"0","Desmognathus ochrophaeus",-738849.393180146,-687607.008017472,"0",2882,11733,175,285,18.1943588256836,1297
4,"0","Desmognathus ochrophaeus",-585307.726513479,-478157.008017472,"0",2864,11036,112,297,22.7928333282471,1098
4,"0","Desmognathus ochrophaeus",-1517307.72651348,-623118.912779376,"0",2876,13941,119,303,283.9765625,1317
5,"0","Desmognathus ochrophaeus",-500374.393180146,-411957.008017472,"0",2861,12052,116,323,28.635835647583,1215
5,"0","Desmognathus ochrophaeus",-244327.334356616,-127827.596252766,"0",2829,11918,85,366,46.3965797424316,1097
4,"0","Desmognathus ochrophaeus",-330707.726513479,166976.325315862,"0",2796,12707,156,389,119.239814758301,1324
4,"0","Desmognathus ochrophaeus",-849205.162410915,-22741.6234020871,"0",2824,9367,129,309,94.5607528686523,922
4,"0","Desmognathus ochrophaeus",-767474.393180146,-702357.008017472,"0",2883,12021,160,305,36.1972846984863,1268
5,"0","Desmognathus ochrophaeus",-863386.157886029,-781474.655076295,"0",2888,11004,147,301,81.7715682983398,1170
4,"0","Desmognathus ochrophaeus",-966117.250323004,-757880.817541281,"0",2882,12042,116,309,185.822341918945,1247
1,"0","Desmognathus ochrophaeus",-487574.393180146,182709.658649195,"0",2796,10897,160,400,68.7604141235352,1102
1,"0","Desmognathus ochrophaeus",-1013164.86937062,-698309.388969853,"0",2877,11041,112,318,248.072235107422,1115
5,"0","Desmognathus ochrophaeus",-912128.239333992,-664126.238786703,"0",2878,11089,114,320,150.357269287109,1096
3,"0","Desmognathus ochrophaeus",-631411.893180146,-560107.008017472,"0",2873,11637,120,306,9.4401912689209,1195
1,"0","Desmognathus ochrophaeus",-341224.393180146,-200794.508017472,"0",2837,12019,103,358,24.8099021911621,1156
3,"0","Desmognathus ochrophaeus",-352661.893180146,123330.491982528,"0",2803,12221,185,375,89.6205368041992,1247
5,"0","Desmognathus ochrophaeus",-789688.678894432,-525857.008017472,"0",2870,10366,136,334,84.7126998901367,1068
1,"0","Desmognathus ochrophaeus",-1026045.82175157,-780428.4365889,"0",2883,11614,124,313,213.111740112305,1228
2,"0","Desmognathus ochrophaeus",-991474.393180146,-796857.008017472,"0",2884,11907,135,309,193.905044555664,1279
5,"0","Desmognathus ochrophaeus",-490266.059846813,282101.325315861,"0",2774,12395,203,393,305.818817138672,1298
4,"0","Desmognathus ochrophaeus",-870752.170957924,63254.1030936394,"0",2804,8947,152,366,309.901336669922,905
4,"0","Desmognathus ochrophaeus",-223974.393180146,169142.991982528,"0",2777,15486,162,381,431.194152832031,1660
2,"0","Desmognathus ochrophaeus",-1402241.05984681,-675823.674684139,"0",2872,14174,159,303,399.994567871094,1397
2,"0","Desmognathus ochrophaeus",-1207268.51082721,-841709.949193942,"0",2887,11865,83,308,234.244232177734,1141
3,"0","Desmognathus ochrophaeus",-922688.678894432,99595.3729349092,"0",2801,9196,141,366,287.376342773438,919
2,"0","Desmognathus ochrophaeus",-638036.893180146,-644482.008017472,"0",2876,11189,147,265,14.1465272903442,1186
4,"0","Desmognathus ochrophaeus",-529869.130022251,285221.939350949,"0",2773,10726,197,395,324.686950683594,1131
4,"0","Desmognathus ochrophaeus",-1080107.72651348,-41890.3413508051,"0",2821,9617,111,341,215.43196105957,912
1,"0","Desmognathus ochrophaeus",-704089.777795531,225335.299674836,"0",2789,7638,190,410,166.674713134766,799
4,"0","Desmognathus ochrophaeus",-646974.393180146,192976.325315861,"0",2791,9153,159,401,198.637725830078,938
4,"0","Desmognathus ochrophaeus",-356307.726513479,-23357.0080174718,"0",2772,15744,163,352,734.523559570312,1646
2,"0","Desmognathus ochrophaeus",-339739.099062499,287407.697864881,"0",2780,12078,178,405,191.621673583984,1231
1,"0","Desmognathus ochrophaeus",-332757.001875798,246121.252852093,"0",2795,10374,165,398,5.7028341293335,1043
5,"0","Desmognathus ochrophaeus",-848363.282069035,-620634.78579525,"0",2877,11572,122,324,106.659225463867,1204
2,"0","Desmognathus ochrophaeus",-324831.536037289,-327690.341350805,"0",2843,13067,102,236,26.5964279174805,1309
3,"0","Desmognathus ochrophaeus",-589974.393180146,222309.658649195,"0",2782,10726,152,397,265.634368896484,1046
4,"0","Desmognathus ochrophaeus",-898374.393180146,-613757.008017472,"0",2874,11457,137,330,129.805557250977,1171
3,"0","Desmognathus ochrophaeus",-252918.83762459,-143079.230239694,"0",2829,12790,78,361,80.0284652709961,1168
3,"0","Desmognathus ochrophaeus",-368641.059846813,-65245.8969063606,"0",2773,16513,96,347,892.957824707031,1539
4,"0","Desmognathus ochrophaeus",-888739.099062499,57584.1684531165,"0",2806,8664,164,367,276.395904541016,885
2,"0","Desmognathus ochrophaeus",-841327.334356617,-631886.419782178,"0",2877,11575,117,321,102.553672790527,1173
4,"0","Desmognathus ochrophaeus",-631519.8477256,169461.17380071,"0",2791,9069,127,394,225.283538818359,921
3,"0","Desmognathus ochrophaeus",-1408974.39318015,-773357.008017472,"0",2807,19290,180,275,1442.51306152344,2018
1,"0","Desmognathus ochrophaeus",-741928.938634692,87370.264709801,"0",2803,9158,101,381,205.253982543945,888
5,"0","Desmognathus ochrophaeus",-463474.393180146,307455.491982528,"0",2762,12251,197,399,461.324890136719,1289
2,"0","Desmognathus ochrophaeus",-481739.099062499,158407.697864881,"0",2799,11033,146,392,82.5585098266602,1092
3,"0","Desmognathus ochrophaeus",-937307.72651348,-641357.008017472,"0",2873,11830,110,326,182.052322387695,1160
4,"0","Desmognathus ochrophaeus",-314374.393180146,64509.6586491949,"0",2785,12023,192,383,393.502014160156,1278
5,"0","Desmognathus ochrophaeus",-264816.498443304,147800.88671937,"0",2791,12531,184,386,210.171417236328,1354
3,"0","Desmognathus ochrophaeus",-541241.059846813,176309.658649195,"0",2797,10305,155,403,74.4707412719727,1014
2,"0","Desmognathus ochrophaeus",-428666.700872454,-340357.008017472,"0",2848,12807,92,282,49.8956336975098,1167
4,"0","Desmognathus ochrophaeus",-333374.393180146,65242.9919825282,"0",2787,13719,181,389,331.109771728516,1430
3,"0","Desmognathus ochrophaeus",-1156092.04023897,-822768.772723354,"0",2887,11207,101,310,235.25212097168,1069
1,"0","Desmognathus ochrophaeus",-368934.393180146,-98757.0080174718,"0",2791,15941,72,356,692.023010253906,1438
5,"0","Desmognathus ochrophaeus",-589237.551074883,-550514.902754314,"0",2868,11778,104,267,7.60102272033691,1162
4,"0","Desmognathus ochrophaeus",-1196205.16241092,-37587.777248241,"0",2828,8888,185,355,192.131378173828,924
4,"0","Desmognathus ochrophaeus",-409036.893180146,-292794.508017472,"0",2844,13624,90,322,88.5125503540039,1250
5,"0","Desmognathus ochrophaeus",-756743.623949377,-605972.392632856,"0",2879,10671,135,311,10.4061479568481,1119
1,"0","Desmognathus ochrophaeus",-494444.98141544,-403709.949193942,"0",2859,12216,111,316,40.8254661560059,1230
2,"0","Desmognathus ochrophaeus",-1535074.39318015,-623307.008017472,"0",2877,14303,120,307,279.568725585938,1350
2,"0","Desmognathus ochrophaeus",-296117.250323003,96833.4681730044,"0",2786,12636,189,385,347.377105712891,1347
4,"0","Desmognathus ochrophaeus",-421474.393180146,-358357.008017472,"0",2849,11786,83,253,0.704770565032959,1080
5,"0","Desmognathus ochrophaeus",-1454110.75681651,-599584.280744744,"0",2876,12505,123,310,263.28466796875,1282
2,"0","Desmognathus ochrophaeus",-639374.393180146,227242.991982528,"0",2790,8453,181,405,110.284484863281,876
1,"0","Desmognathus ochrophaeus",-281474.393180146,-191357.008017472,"0",2826,13880,67,348,233.279357910156,1252
4,"0","Desmognathus ochrophaeus",-1529711.23528541,-801146.481701682,"0",2887,14139,143,301,297.054077148438,1430
4,"0","Desmognathus ochrophaeus",-739474.393180146,-613857.008017472,"0",2877,11840,151,302,40.791202545166,1277
5,"0","Desmognathus ochrophaeus",-1016824.39318015,-855107.008017471,"0",2893,11590,168,302,99.9530258178711,1308
5,"0","Desmognathus ochrophaeus",-1025474.39318015,-723857.008017472,"0",2877,11343,111,314,278.872833251953,1119
2,"0","Desmognathus ochrophaeus",-409307.726513479,285267.991982528,"0",2762,12021,198,393,534.767211914062,1270
4,"0","Desmognathus ochrophaeus",-455605.972127514,212432.465666739,"0",2780,13529,145,394,293.505218505859,1389
4,"0","Desmognathus ochrophaeus",-1378574.39318015,-718957.008017472,"0",2874,12456,182,310,373.824615478516,1301
4,"0","Desmognathus ochrophaeus",-981680.275533088,8348.87433546942,"0",2807,9408,111,354,329.896545410156,934
2,"0","Desmognathus ochrophaeus",-1183048.46725422,-793764.415424879,"0",2877,11729,96,312,323.190643310547,1117
1,"0","Desmognathus ochrophaeus",-1498282.08548784,-565780.084940549,"0",2874,12804,137,320,229.021026611328,1348
3,"0","Desmognathus ochrophaeus",-855856.746121323,-756945.243311589,"0",2886,11190,138,305,80.6605377197266,1168
4,"0","Desmognathus ochrophaeus",-1097307.72651348,-784357.008017472,"0",2882,11315,101,315,230.113372802734,1136
4,"0","Desmognathus ochrophaeus",-304974.393180146,239142.991982528,"0",2793,10740,171,399,69.6650390625,1099
2,"0","Desmognathus ochrophaeus",-730928.938634692,-666629.735290199,"0",2880,12251,179,291,34.7783432006836,1388
1,"0","Desmognathus ochrophaeus",-1100574.39318015,-861757.008017472,"0",2892,11822,188,305,139.78239440918,1481
2,"0","Desmognathus ochrophaeus",-1520701.66590742,-578857.008017472,"0",2875,12686,132,315,238.548492431641,1299
1,"0","Desmognathus ochrophaeus",-449022.012227765,168404.896744433,"0",2800,10681,153,396,53.2096977233887,1070
2,"0","Desmognathus ochrophaeus",-1493774.39318015,-591407.008017472,"0",2872,14110,127,297,311.773681640625,1439
1,"0","Desmognathus ochrophaeus",-767974.393180146,-647690.341350805,"0",2879,11617,128,312,36.3294334411621,1188
5,"0","Desmognathus ochrophaeus",-737132.287916988,87485.0972456861,"0",2804,9118,101,381,190.630615234375,885
1,"0","Desmognathus ochrophaeus",-366164.869370622,-337547.484207948,"0",2849,11904,88,266,30.7293167114258,1170
5,"0","Desmognathus ochrophaeus",-1585474.39318015,-722857.008017472,"0",2883,12620,181,307,283.652496337891,1365
3,"0","Desmognathus ochrophaeus",-558856.746121322,-486062.890370413,"0",2865,11504,123,299,26.8558673858643,1217
2,"0","Desmognathus ochrophaeus",-431474.393180146,-311134.78579525,"0",2850,12283,99,323,15.4436149597168,1136
4,"0","Desmognathus ochrophaeus",-297474.393180146,236642.991982528,"0",2793,10968,172,399,83.7086410522461,1137
4,"0","Desmognathus ochrophaeus",-302599.393180146,-221607.008017472,"0",2830,13714,69,352,204.818984985352,1255
3,"0","Desmognathus ochrophaeus",-883562.628474264,-626239.360958648,"0",2878,10921,122,328,110.539726257324,1083
5,"0","Desmognathus ochrophaeus",-967507.72651348,-664023.674684139,"0",2873,11845,103,321,242.985076904297,1203
1,"0","Desmognathus ochrophaeus",-291188.678894432,196000.134839671,"0",2790,12298,182,392,173.970947265625,1336
1,"0","Desmognathus ochrophaeus",-596247.120452873,125597.537437074,"0",2801,8854,127,377,118.531692504883,864
2,"0","Desmognathus ochrophaeus",-1083474.39318015,-823857.008017472,"0",2886,11675,133,307,212.618072509766,1300
5,"0","Desmognathus ochrophaeus",-384474.393180146,161642.991982528,"0",2801,10871,155,393,34.2031402587891,1098
5,"0","Desmognathus ochrophaeus",-1215928.93863469,-780629.735290199,"0",2875,12554,105,308,369.321441650391,1250
1,"0","Desmognathus ochrophaeus",-644092.040238969,-522768.772723354,"0",2871,11306,121,310,15.4008712768555,1105
2,"0","Desmognathus ochrophaeus",-468752.170957924,196142.991982528,"0",2795,10986,147,406,50.6098556518555,1114
2,"0","Desmognathus ochrophaeus",-1065074.39318015,-857307.008017471,"0",2889,12895,186,299,190.933990478516,1592
4,"0","Desmognathus ochrophaeus",-551374.393180146,113042.991982528,"0",2805,10449,162,380,89.4814147949219,1062
4,"0","Desmognathus ochrophaeus",-873241.059846813,-748023.674684138,"0",2885,11603,134,307,103.916160583496,1228
3,"0","Desmognathus ochrophaeus",-674674.393180146,45742.9919825282,"0",2814,10601,96,342,95.0871887207031,1021
5,"0","Desmognathus ochrophaeus",-931856.746121323,-767651.12566453,"0",2883,12063,132,305,165.543869018555,1276
1,"0","Desmognathus ochrophaeus",-1561701.66590742,-539084.280744745,"0",2873,13324,146,322,225.082962036133,1524
2,"0","Desmognathus ochrophaeus",-412701.665907419,245597.537437074,"0",2782,11098,142,404,221.207046508789,1109
1,"0","Desmognathus ochrophaeus",-885474.393180146,85142.9919825282,"0",2804,9236,151,370,266.674621582031,901
